GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Cryptomator Desktop App,org.cryptomator.common.vaults,VaultState,127,0,12,0,35,0,16,0,10,0
Cryptomator Desktop App,org.cryptomator.common.vaults,VaultStats,436,0,10,0,85,0,40,0,35,0
Cryptomator Desktop App,org.cryptomator.common.vaults,VaultModule,16,0,0,0,4,0,4,0,4,0
Cryptomator Desktop App,org.cryptomator.common.vaults,AutoLocker,89,0,4,0,25,0,9,0,7,0
Cryptomator Desktop App,org.cryptomator.common.vaults,VaultListManager,295,0,27,0,68,0,26,0,12,0
Cryptomator Desktop App,org.cryptomator.common.vaults,VaultStats.UpdateStatsService.new Task() {...},16,0,0,0,2,0,2,0,2,0
Cryptomator Desktop App,org.cryptomator.common.vaults,VaultState.Value,39,0,0,0,7,0,1,0,1,0
Cryptomator Desktop App,org.cryptomator.common.vaults,Vault,721,9,60,0,163,2,76,1,46,1
Cryptomator Desktop App,org.cryptomator.ui.controls,DraggableListCell,275,0,40,0,67,0,28,0,8,0
Cryptomator Desktop App,org.cryptomator.ui.controls,PasswordStrengthIndicator,266,0,0,0,44,0,4,0,4,0
Cryptomator Desktop App,org.cryptomator.ui.controls,NumericTextField,24,0,2,0,5,0,4,0,3,0
Cryptomator Desktop App,org.cryptomator.ui.controls,FormattedLabel,130,0,0,0,25,0,15,0,15,0
Cryptomator Desktop App,org.cryptomator.ui.controls,DataLabel,216,0,6,0,39,0,21,0,18,0
Cryptomator Desktop App,org.cryptomator.ui.controls,FontAwesome5Spinner,47,0,0,0,13,0,5,0,5,0
Cryptomator Desktop App,org.cryptomator.ui.controls,AlphanumericTextField,24,0,2,0,5,0,4,0,3,0
Cryptomator Desktop App,org.cryptomator.ui.controls,FontAwesome5Icon,385,0,0,0,58,0,3,0,3,0
Cryptomator Desktop App,org.cryptomator.ui.controls,SecurePasswordField,133,276,17,13,38,66,23,20,14,14
Cryptomator Desktop App,org.cryptomator.ui.controls,NiceSecurePasswordField,246,0,0,0,50,0,11,0,11,0
Cryptomator Desktop App,org.cryptomator.ui.controls,ThroughputLabel,166,0,4,0,32,0,17,0,15,0
Cryptomator Desktop App,org.cryptomator.ui.controls,FormattedString,77,0,0,0,16,0,10,0,10,0
Cryptomator Desktop App,org.cryptomator.ui.controls,FontAwesome5IconView,109,0,4,0,28,0,12,0,10,0
Cryptomator Desktop App,org.cryptomator.ui.wrongfilealert,WrongFileAlertModule,33,0,0,0,9,0,4,0,4,0
Cryptomator Desktop App,org.cryptomator.ui.wrongfilealert,WrongFileAlertComponent,14,0,0,0,5,0,1,0,1,0
Cryptomator Desktop App,org.cryptomator.ui.wrongfilealert,WrongFileAlertController,47,0,2,0,16,0,6,0,5,0
Cryptomator Desktop App,org.cryptomator.ui.keyloading.masterkeyfile,ChooseMasterkeyFileController,86,0,2,0,22,0,7,0,6,0
Cryptomator Desktop App,org.cryptomator.ui.keyloading.masterkeyfile,PassphraseEntryModule,11,0,0,0,2,0,2,0,2,0
Cryptomator Desktop App,org.cryptomator.ui.keyloading.masterkeyfile,MasterkeyFileLoadingStrategy,333,0,22,0,82,0,20,0,9,0
Cryptomator Desktop App,org.cryptomator.ui.keyloading.masterkeyfile,PassphraseEntryController,597,0,10,0,87,0,26,0,21,0
Cryptomator Desktop App,org.cryptomator.ui.keyloading.masterkeyfile,PassphraseEntryResult,9,0,0,0,1,0,1,0,1,0
Cryptomator Desktop App,org.cryptomator.ui.keyloading.masterkeyfile,ChooseMasterkeyFileModule,11,0,0,0,2,0,2,0,2,0
Cryptomator Desktop App,org.cryptomator.ui.keyloading.masterkeyfile,MasterkeyFileLoadingModule,22,0,4,0,6,0,3,0,1,0
